ships,dates
Bakugou Katsuki/Midoriya Izuku,26 Nov 2021
Bakugou Katsuki/Midoriya Izuku,26 Nov 2021
Bakugou Katsuki/Uraraka Ochako,26 Nov 2021
Bakugou Katsuki/Midoriya Izuku,26 Nov 2021
Kaminari Denki & Midoriya Izuku,26 Nov 2021
Kaminari Denki & Shinsou Hitoshi,26 Nov 2021
Dabi | Todoroki Touya & Kaminari Denki,26 Nov 2021
Kaminari Denki & Shigaraki Tomura | Shimura Tenko,26 Nov 2021
Aizawa Shouta | Eraserhead & Kaminari Denki,26 Nov 2021
Midoriya Izuku & Shinsou Hitoshi,26 Nov 2021
Kaminari Denki & Midoriya Izuku & Shinsou Hitoshi,26 Nov 2021
Bubaigawara Jin | Twice & Shinsou Hitoshi,26 Nov 2021
Bakugou Katsuki/Uraraka Ochako,26 Nov 2021
Bakugou Katsuki/Midoriya Izuku,24 Nov 2021
Dabi | Todoroki Touya/Reader,24 Nov 2021
Shigaraki Tomura | Shimura Tenko/Reader,24 Nov 2021
Shigaraki Tomura | Shimura Tenko & Reader,24 Nov 2021
Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko/Reader,24 Nov 2021
Kaminari Denki/Shinsou Hitoshi,24 Nov 2021
Midoriya Izuku & Shinsou Hitoshi,23 Nov 2021
Midoriya Izuku & Nedzu,23 Nov 2021
Nedzu & My Love,23 Nov 2021
Midoriya Izuku & Mental Breakdowns,23 Nov 2021
Me & Anxiety,23 Nov 2021
me / your mum,23 Nov 2021
Midoriya Izuku / the verge of mental collapse merely being held back by next to nothing,23 Nov 2021
Shinsou Hitoshi & Overwhelming Guilt,23 Nov 2021
Bakugou Katsuki/Reader,24 Nov 2021
Midoriya Izuku/Reader,24 Nov 2021
Amajiki Tamaki/Reader,24 Nov 2021
Mineta Minoru/Reader,24 Nov 2021
Kaminari Denki/Reader,24 Nov 2021
Kirishima Eijirou/Reader,24 Nov 2021
Aizawa Shouta | Eraserhead/Reader,24 Nov 2021
Yagi Toshinori | All Might/Reader,24 Nov 2021
Todoroki Shouto/Reader,24 Nov 2021
Takami Keigo | Hawks/Reader,24 Nov 2021
Chisaki Kai | Overhaul/Reader,24 Nov 2021
Sero Hanta/Reader,24 Nov 2021
Shinsou Hitoshi/Reader,24 Nov 2021
Toogata Mirio/Reader,24 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,24 Nov 2021
past Bakugou Katsuki/Ochako Uraraka,24 Nov 2021
minor Midoriya Izuku/Ochako Uraraka,24 Nov 2021
Past Kirishima Eijirou/Original Character,24 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,23 Nov 2021
Midoriya Izuku & Todoroki Shouto,23 Nov 2021
Midoriya Izuku/Rody Soul,23 Nov 2021
Bakugou Katsuki/Midoriya Izuku,23 Nov 2021
Kaminari Denki/Kirishima Eijirou,23 Nov 2021
Bakugou Katsuki/Yoarashi Inasa,23 Nov 2021
Minor or Background Relationship(s),23 Nov 2021
Midoriya Inko/Yagi Toshinori | All Might,23 Nov 2021
background - relationship,23 Nov 2021
inko doesn't actually show up - relationship,23 Nov 2021
Bakugou Katsuki/Midoriya Izuku,23 Nov 2021
Bakugou Katsuki/Midoriya Izuku,23 Nov 2021
Sero Hanta/Original Female Character(s),23 Nov 2021
Midoriya Izuku & Yagi Toshinori | All Might,23 Nov 2021
Midoriya Izuku & Sensei | All For One,23 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,23 Nov 2021
Midoriya Izuku & Yamada Hizashi | Present Mic,23 Nov 2021
Midoriya Izuku & Tsukauchi Naomasa,23 Nov 2021
First One For All User & Midoriya Izuku,23 Nov 2021
Midoriya Izuku/Uraraka Ochako,23 Nov 2021
Midoriya Izuku/Rody Soul,23 Nov 2021
Midoriya Izuku & Rody Soul,23 Nov 2021
Bakugou Katsuki/Uraraka Ochako,23 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,23 Nov 2021
Bakugou Katsuki & Kaminari Denki,24 Nov 2021
Bakugou Katsuki & Midoriya Izuku,23 Nov 2021
Bakugou Mitsuki & Midoriya Izuku,23 Nov 2021
Bakugou Katsuki/Midoriya Izuku,23 Nov 2021
Midoriya Inko & Midoriya Izuku,23 Nov 2021
Bakugou Katsuki & Kirishima Eijirou,23 Nov 2021
Kirishima Eijirou & Midoriya Izuku,23 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,23 Nov 2021
Kirishima Eijirou/Midoriya Izuku,23 Nov 2021
Bakugou Katsuki/Kirishima Eijirou/Midoriya Izuku,23 Nov 2021
Bakugou Katsuki/Toogata Mirio,23 Nov 2021
Bakugou Katsuki/Amajiki Tamaki,23 Nov 2021
Amajiki Tamaki/Toogata Mirio,23 Nov 2021
Bakugou Katsuki/Amajiki Tamaki/Toogata Mirio,23 Nov 2021
Kirishima Eijirou/Toyomitsu Taishirou | Fat Gum,23 Nov 2021
minor Bakugou Katsuki/Kaminari Denki - Relationship,23 Nov 2021
mentioned Bakugou Katsuki/Kirishima Eijirou - Relationship,23 Nov 2021
past Bakugou Katsuki/Shindo Yo,23 Nov 2021
past Bakugou Katsuki/Uraraka Ochaco - Relationship,23 Nov 2021
Takami Keigo | Hawks/Reader,23 Nov 2021
Bakugou Katsuki & Midoriya Izuku,21 Nov 2021
League of Villains/League of Villains (My Hero Academia),21 Nov 2021
League of Villains/Shigaraki Tomura | Shimura Tenko,21 Nov 2021
Bubaigawara Jin | Twice/Toga Himiko,21 Nov 2021
Kurogiri/Shigaraki Tomura | Shimura Tenko,21 Nov 2021
Dabi | Todoroki Touya/Toga Himiko,21 Nov 2021
Bubaigawara Jin | Twice/Sako Atsuhiro | Mr. Compress,21 Nov 2021
Kaminari Denki/League of Villains,21 Nov 2021
Sako Atsuhiro | Mr. Compress/Shigaraki Tomura | Shimura Tenko,21 Nov 2021
Bakugou Katsuki/Midoriya Izuku,21 Nov 2021
Bakugou Katsuki/Uraraka Ochako,21 Nov 2021
Bakugou Katsuki/Todoroki Shouto,21 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,21 Nov 2021
Bakugou Katsuki/Kaminari Denki,21 Nov 2021
Bakugou Katsuki & Class 1-A,21 Nov 2021
Aizawa Shouta | Eraserhead & Bakugou Katsuki,21 Nov 2021
Ashido Mina & Bakugou Katsuki & Kaminari Denki & Kirishima Eijirou & Sero Hanta,21 Nov 2021
Bakugou Katsuki/Midoriya Izuku/Todoroki Shouto,21 Nov 2021
Aizawa Shouta | Eraserhead & Kayama Nemuri | Midnight,21 Nov 2021
Inui Ryou | Hound Dog/Kan Sekijirou | Vlad King,21 Nov 2021
Aizawa Shouta | Eraserhead/Kan Sekijirou | Vlad King,21 Nov 2021
Aizawa Shouta | Eraserhead/Yagi Toshinori | All Might,21 Nov 2021
Bakugou Katsuki & Kayama Nemuri | Midnight,21 Nov 2021
Bakugou Katsuki & Jirou Kyouka,21 Nov 2021
Bakugou Katsuki/Kodai Yui,21 Nov 2021
Bakugou Katsuki/Kendou Itsuka,21 Nov 2021
Bakugou Katsuki/Ojiro Mashirao,21 Nov 2021
Bakugou Katsuki/Todoroki Shouto,21 Nov 2021
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,21 Nov 2021
Aizawa Shouta | Eraserhead & Shigaraki Tomura | Shimura Tenko,21 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,21 Nov 2021
No Romantic Relationship(s),21 Nov 2021
Dabi | Todoroki Touya/Reader,21 Nov 2021
Midoriya Izuku/Uraraka Ochako,21 Nov 2021
Bakugou Katsuki/Uraraka Ochako,21 Nov 2021
Bakugou Katsuki/Midoriya Izuku,21 Nov 2021
Bakugou Katsuki/Todoroki Shouto,21 Nov 2021
Bakugou Katsuki/Jirou Kyouka,21 Nov 2021
Jirou Kyouka/Kaminari Denki,21 Nov 2021
Jirou Kyouka & Yaoyorozu Momo,21 Nov 2021
Bakugou Katsuki & Kirishima Eijirou,21 Nov 2021
Kaminari Denki/Sero Hanta,21 Nov 2021
Bakugou Katsuki & Class 1-A,21 Nov 2021
Bakugou Masaru/Bakugou Mitsuki,21 Nov 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,21 Nov 2021
Bakugou Katsuki/Midoriya Izuku,21 Nov 2021
First One For All User/Second One For All User (My Hero Academia),21 Nov 2021
Bakugou Katsuki/Midoriya Izuku,21 Nov 2021
Bakugou Katsuki & Midoriya Izuku,21 Nov 2021
,21 Nov 2021
Midoriya Izuku/Uraraka Ochako,21 Nov 2021
Midoriya Izuku & Sensei | All For One,21 Nov 2021
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,21 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,21 Nov 2021
Shigaraki Tomura | Shimura Tenko & Yagi Toshinori | All Might,21 Nov 2021
Class 1-A & Shigaraki Tomura | Shimura Tenko,21 Nov 2021
Class 1-A & Midoriya Izuku,21 Nov 2021
Class 1-A & Shirakumo Oboro,21 Nov 2021
Bakugou Katsuki & Midoriya Izuku,21 Nov 2021
Bakugou Katsuki/Midoriya Izuku,21 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,21 Nov 2021
Aizawa Shouta | Eraserhead & Yamada Hizashi | Present Mic,21 Nov 2021
Kuroiro Shihai/Reader,21 Nov 2021
Asui Tsuyu/Sero Hanta,21 Nov 2021
Midoriya Izuku/Reader,21 Nov 2021
Bakugou Katsuki/Reader,19 Nov 2021
Sero Hanta/Todoroki Shouto,19 Nov 2021
,19 Nov 2021
Amajiki Tamaki/Chisaki Kai | Overhaul,19 Nov 2021
Takami Keigo | Hawks/Todoroki Enji | Endeavor,19 Nov 2021
Dabi | Todoroki Touya/Takami Keigo | Hawks,19 Nov 2021
Dabi | Todoroki Touya & Original Character(s),19 Nov 2021
Takami Keigo | Hawks & Original Character(s),19 Nov 2021
Aizawa Shouta | Eraserhead & Dabi | Todoroki Touya,19 Nov 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,19 Nov 2021
Bakugou Katsuki/Midoriya Izuku,19 Nov 2021
Takami Keigo | Hawks & Takami Kettie,19 Nov 2021
Bakugou Katsuki/Midoriya Izuku,19 Nov 2021
Bakugou Katsuki/Midoriya Izuku,18 Nov 2021
Bakugou Katsuki/Midoriya Izuku,19 Nov 2021
Bakugou Katsuki/Reader,19 Nov 2021
Bakugou Mitsuki & Midoriya Inko,19 Nov 2021
Bakugou Katsuki & Midoriya Izuku,19 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,19 Nov 2021
Midoriya Izuku & Original Character(s),19 Nov 2021
Midoriya Izuku & Akadoriya Kyo & Kirodoriya Doubu & Momodoriya Mahou & Aodoriya Gou,19 Nov 2021
Takami Keigo | Hawks/Reader,19 Nov 2021
Shinsou Hitoshi/Reader,18 Nov 2021
Midoriya Izuku/Uraraka Ochako,19 Nov 2021
Midoriya Izuku/Yaoyorozu Momo,19 Nov 2021
Ashido Mina/Midoriya Izuku,19 Nov 2021
Asui Tsuyu/Midoriya Izuku,19 Nov 2021
Hatsume Mei/Midoriya Izuku,19 Nov 2021
Hadou Nejire/Midoriya Izuku,19 Nov 2021
Midoriya Izuku/Melissa Shield,19 Nov 2021
Hagakure Tooru/Midoriya Izuku,19 Nov 2021
Jirou Kyouka/Midoriya Izuku,19 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,19 Nov 2021
Midoriya Izuku/Tatsuma Ryuuko | Ryuukyuu,19 Nov 2021
Other Relationship Tags to Be Added,19 Nov 2021
Kayama Nemuri | Midnight/Midoriya Izuku,19 Nov 2021
Emiya Shirou/Usagiyama Rumi | Miruko,18 Nov 2021
,19 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,19 Nov 2021
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,16 Nov 2021
Kurogiri & Shigaraki Tomura | Shimura Tenko,16 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,16 Nov 2021
Aizawa Shouta | Eraserhead & Shigaraki Tomura | Shimura Tenko,16 Nov 2021
Aizawa Shouta | Eraserhead & Tsukauchi Naomasa,16 Nov 2021
Nedzu & Shigaraki Tomura | Shimura Tenko,16 Nov 2021
Midoriya Izuku & Nedzu & Shigaraki Tomura | Shimura Tenko,16 Nov 2021
Midoriya Izuku/Todoroki Shouto,16 Nov 2021
Bakugou Katsuki & Midoriya Izuku,16 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,16 Nov 2021
Midoriya Inko & Midoriya Izuku,16 Nov 2021
Midoriya Hisashi/Midoriya Inko,16 Nov 2021
Midoriya Izuku & Sensei | All For One,16 Nov 2021
Bakugou Katsuki/oc,16 Nov 2021
Bakugou Katsuki/Reader,16 Nov 2021
Bakugou Katsuki/Little Sister,16 Nov 2021
Bakugou Katsuki/Midoriya Izuku,16 Nov 2021
Midoriya Izuku/Todoroki Shouto,16 Nov 2021
Kirishima Eijirou/Midoriya Izuku,16 Nov 2021
Tetsutetsu Tetsutetsu/Kaminari Denki/Ashido Mina,16 Nov 2021
Kaminari Denki/Shinsou Hitoshi,16 Nov 2021
Toga Himiko/Uraraka Ochako,15 Nov 2021
Bakugou Katsuki/Midoriya Izuku,16 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,16 Nov 2021
Shinsou Hitoshi and Midoriya Izuku,16 Nov 2021
Shinsou Hitoshi and Kaminari Denki,16 Nov 2021
Dabi | Todoroki Touya/Takami Keigo | Hawks,16 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,16 Nov 2021
Shigaraki Tomura | Shimura Tenko/Reader,16 Nov 2021
,16 Nov 2021
Toga Himiko/Uraraka Ochako,16 Nov 2021
Shinsou Hitoshi & Midoriya Izuku,16 Nov 2021
Shinsou and Midoriya,16 Nov 2021
Hitoshi and Izuku,16 Nov 2021
Midoriya Izuku/Todoroki Shouto,16 Nov 2021
Kaminari Denki/Shinsou Hitoshi,15 Nov 2021
Takami Keigo | Hawks/Todoroki Enji | Endeavor,15 Nov 2021
Dabi | Todoroki Touya/Reader,13 Nov 2021
Bakugou Katsuki/Kaminari Denki/Kirishima Eijirou,13 Nov 2021
Bakugou Katsuki/Iida Tenya,13 Nov 2021
,13 Nov 2021
Bakugou Katsuki & Midoriya Izuku,13 Nov 2021
Midoriya Izuku & Todoroki Shouto,13 Nov 2021
Bakugou Katsuki & Todoroki Shouto,13 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,13 Nov 2021
Aizawa Shouta | Eraserhead & Class 1-A,13 Nov 2021
Class 1-A & Midoriya Izuku,13 Nov 2021
Midoriya Izuku/trauma,13 Nov 2021
Me/Failing School Plz help me im struggling,13 Nov 2021
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,13 Nov 2021
Kurogiri & Shigaraki Tomura | Shimura Tenko,13 Nov 2021
Midoriya Izuku/Reader,13 Nov 2021
Bakugou Katsuki/Reader,13 Nov 2021
Aizawa Shouta | Eraserhead & Ashido Mina,13 Nov 2021
Ashido Mina & Uraraka Ochako,13 Nov 2021
Class 1-A & Midoriya Izuku,13 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,13 Nov 2021
Midoriya Izuku & Yagi Toshinori | All Might,13 Nov 2021
Bakugou Katsuki & Midoriya Izuku,13 Nov 2021
Midoriya Izuku & Past One For All Users,13 Nov 2021
Bakugou Katsuki & Past One For All Users,13 Nov 2021
Bakugou Katsuki & Bakugou Katsuki,13 Nov 2021
Midoriya Izuku/Todoroki Shouto,13 Nov 2021
,13 Nov 2021
Ashido Mina/Tetsutetsu Tetsutetsu,13 Nov 2021
Kendou Itsuka/Midoriya Izuku,13 Nov 2021
Other Relationship Tags to Be Added,13 Nov 2021
Takami Keigo | Hawks & Usagiyama Rumi | Miruko,13 Nov 2021
Takami Keigo | Hawks/Todoroki Fuyumi,13 Nov 2021
Dabi | Todoroki Touya/Takami Keigo | Hawks,13 Nov 2021
Dabi | Todoroki Touya & Original Character(s),13 Nov 2021
Takami Keigo | Hawks & Original Character(s),13 Nov 2021
Original Male Character/Original Male Character,13 Nov 2021
minor DabiHawks - Relationship,13 Nov 2021
Bakugou Katsuki/Reader,13 Nov 2021
Ashido Mina & Reader,13 Nov 2021
Ashido Mina & Bakugou Katsuki & Kaminari Denki & Kirishima Eijirou & Sero Hanta,13 Nov 2021
Bakugou Katsuki/Midoriya Izuku,13 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,13 Nov 2021
Kirishima Eijirou/Midoriya Izuku,13 Nov 2021
Bakugou Katsuki/Kirishima Eijirou/Midoriya Izuku,13 Nov 2021
Midoriya Izuku/Shindou You,13 Nov 2021
Ashido Mina/Tetsutetsu Tetsutetsu,13 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,13 Nov 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,13 Nov 2021
Danny Fenton/Sam Manson,13 Nov 2021
Kaminari Denki/Shinsou Hitoshi,13 Nov 2021
Bakugou Katsuki/Reader,10 Nov 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,10 Nov 2021
Bakugou Katsuki/Midoriya Izuku,10 Nov 2021
Midoriya Izuku/Todoroki Shouto,10 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,10 Nov 2021
Ashido Mina & Kirishima Eijirou,10 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,10 Nov 2021
,10 Nov 2021
Kurogiri & Shigaraki Tomura | Shimura Tenko,10 Nov 2021
Midoriya Izuku/Todoroki Shouto,10 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,10 Nov 2021
Kaminari Denki/Shinsou Hitoshi,10 Nov 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,10 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,10 Nov 2021
Bakugou Katsuki/Midoriya Izuku,10 Nov 2021
Bakugou Katsuki/Kirishima Eijirou/Midoriya Izuku,10 Nov 2021
Shinsou Hitoshi/Todoroki Shouto,10 Nov 2021
Ashido Mina/Kouda Kouji,10 Nov 2021
Bakugou Katsuki & Midoriya Izuku,10 Nov 2021
Class 1-A & Midoriya Izuku,10 Nov 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,10 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,10 Nov 2021
Aizawa Shouta | Eraserhead & Yamada Hizashi | Present Mic,10 Nov 2021
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,10 Nov 2021
Bakugou Katsuki & Midoriya Izuku,10 Nov 2021
Midoriya Izuku & Todoroki Shouto,10 Nov 2021
Midoriya Izuku & Everyone,10 Nov 2021
,10 Nov 2021
Bakugou Katsuki/Reader,10 Nov 2021
,10 Nov 2021
Midoriya Izuku/Todoroki Shouto,10 Nov 2021
Midoriya Izuku & Yagi Toshinori | All Might,10 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,10 Nov 2021
Bakugou Katsuki & Midoriya Izuku,10 Nov 2021
Class 1-A & Midoriya Izuku,10 Nov 2021
Ashido Mina & Asui Tsuyu,10 Nov 2021
Aizawa Shouta | Eraserhead & Asui Tsuyu,10 Nov 2021
Ashido Mina & Ashido Mina's Family,10 Nov 2021
Asui Tsuyu/Uraraka Ochako,10 Nov 2021
Asui Tsuyu & Uraraka Ochako,10 Nov 2021
Asui Tsuyu & Midoriya Izuku,10 Nov 2021
Bakugou Katsuki & Midoriya Izuku,10 Nov 2021
Ashido Mina & Midoriya Izuku,10 Nov 2021
Jirou Kyouka/Yaoyorozu Momo,10 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,10 Nov 2021
Asui Tsuyu & Kaminari Denki,10 Nov 2021
Amajiki Tamaki/Kirishima Eijirou,10 Nov 2021
Chisaki Kai | Overhaul/Iida Tenya,10 Nov 2021
Bakugou Katsuki/Kaminari Denki,10 Nov 2021
Chisaki Kai | Overhaul/Kurono Hari | Chronostasis,10 Nov 2021
Dabi | Todoroki Touya/Todoroki Shouto,10 Nov 2021
Amajiki Tamaki/Toogata Mirio,10 Nov 2021
Aizawa Shouta | Eraserhead/Monoma Neito/Shinsou Hitoshi,10 Nov 2021
Sasaki Mirai | Sir Nighteye/Yagi Toshinori | All Might,10 Nov 2021
Sero Hanta/Todoroki Shouto,10 Nov 2021
Lunch-Rush/Toyomitsu Taishirou | Fat Gum,10 Nov 2021
Kaminari Denki/Kirishima Eijirou,10 Nov 2021
Kouda Kouji/Shishida Juurouta,10 Nov 2021
Takami Keigo | Hawks & Heat Seeking Missiles,10 Nov 2021
Aizawa Shouta | Eraserhead/Midoriya Izuku,08 Nov 2021
Eri & Midoriya Izuku,08 Nov 2021
Aizawa Shouta | Eraserhead & Eri,08 Nov 2021
Eri & Toogata Mirio,08 Nov 2021
Bakugou Katsuki/Todoroki Shouto,08 Nov 2021
Bakugou Katsuki & Todoroki Shouto,08 Nov 2021
Shigaraki Tomura | Shimura Tenko/Todoroki Natsuo,08 Nov 2021
Dabi/Takami Keigo | Hawks,08 Nov 2021
Bubaigawara Jin | Twice/Toga Himiko,08 Nov 2021
Sensei | All For One & Shigaraki Tomura | Shimura Tenko,08 Nov 2021
League of Villains & Shigaraki Tomura | Shimura Tenko,08 Nov 2021
,08 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,08 Nov 2021
,08 Nov 2021
Bakugou Katsuki/Mineta Minoru,08 Nov 2021
Midoriya Izuku & Yagi Toshinori | All Might,08 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,08 Nov 2021
Midoriya Izuku & Todoroki Shouto,08 Nov 2021
Midoriya Izuku & Uraraka Ochako,08 Nov 2021
Midoriya Izuku & Shinsou Hitoshi,08 Nov 2021
Hatsume Mei & Midoriya Izuku,08 Nov 2021
Bakugou Katsuki & Midoriya Izuku,08 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,08 Nov 2021
implied,08 Nov 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,08 Nov 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,08 Nov 2021
Midoriya Izuku/Reader,08 Nov 2021
Bakugou Katsuki/Midoriya Izuku,08 Nov 2021
Midoriya Izuku/Yaoyorozu Momo,08 Nov 2021
Midoriya Izuku/Uraraka Ochako,08 Nov 2021
Midoriya Inko/Original Male Character(s),08 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,08 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,08 Nov 2021
,08 Nov 2021
Aizawa Shouta | Eraserhead & Kayama Nemuri | Midnight & Yamada Hizashi | Present Mic,08 Nov 2021
Aizawa Shouta | Eraserhead/Kayama Nemuri | Midnight/Yamada Hizashi | Present Mic,08 Nov 2021
Bakugou Katsuki/Shinsou Hitoshi,08 Nov 2021
Bakugou Katsuki & Shinsou Hitoshi,08 Nov 2021
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,08 Nov 2021
Aizawa Shouta | Eraserhead & Bakugou Katsuki,08 Nov 2021
Aizawa Shouta | Eraserhead/Midoriya Izuku,08 Nov 2021
Midoriya Izuku/Rody Soul,08 Nov 2021
Akaguro Chizome | Stain/Yagi Toshinori | All Might,08 Nov 2021
Akaguro Chizome | Stain/Sensei | All For One,08 Nov 2021
,06 Nov 2021
Bakugou Katsuki/Midoriya Izuku,06 Nov 2021
Bakugou Katsuki/Uraraka Ochako,06 Nov 2021
Mario/Inko,06 Nov 2021
Midoriya Inko & Midoriya Izuku,06 Nov 2021
Other Relationship Tags to Be Added,06 Nov 2021
Luigi/Peach-hime | Peach Toadstool,06 Nov 2021
Midoriya Inko/Reader,06 Nov 2021
Bakugou Katsuki/Midoriya Izuku,06 Nov 2021
Midoriya Izuku/Todoroki Shouto,06 Nov 2021
Bakugou Katsuki/Midoriya Izuku,06 Nov 2021
Bakugou Katsuki/Todoroki Shouto,06 Nov 2021
Bakugou Katsuki/Midoriya Izuku/Todoroki Shouto,06 Nov 2021
Midoriya Izuku & Rody Soul,06 Nov 2021
,06 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,06 Nov 2021
Kaminari Denki/Midoriya Izuku,06 Nov 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,06 Nov 2021
Midoriya Izuku/Todoroki Shouto,06 Nov 2021
Hibari Kyouya/Sawada Tsunayoshi,06 Nov 2021
Kozato Enma/Hibari Kyouya/Sawada Tsunayoshi,06 Nov 2021
Kozato Enma/Sawada Tsunayoshi,06 Nov 2021
Hibari Kyouya/Kozato Enma,06 Nov 2021
Gokudera Hayato/Yamamoto Takeshi,06 Nov 2021
Asui Tsuyu/Uraraka Ochako,06 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,06 Nov 2021
Class 1-A (My Hero Academia) & Original Character(s),06 Nov 2021
Monoma Neito & Toga Himiko,06 Nov 2021
Bakugou Katsuki/Midoriya Izuku,06 Nov 2021
Kaminari Denki/Kirishima Eijirou,06 Nov 2021
Shinsou Hitoshi/Todoroki Shouto,06 Nov 2021
Bakugou Katsuki & Kirishima Eijirou,06 Nov 2021
Iida Tenya/Uraraka Ochako,06 Nov 2021
Iida Tenya & Midoriya Izuku & Uraraka Ochako,06 Nov 2021
Ashido Mina & Bakugou Katsuki & Kaminari Denki & Kirishima Eijirou & Sero Hanta,06 Nov 2021
Jirou Kyouka/Yaoyorozu Momo,06 Nov 2021
Bakugou Katsuki & Midoriya Izuku,06 Nov 2021
Bakugou Katsuki & Yagi Toshinori | All Might,06 Nov 2021
Midoriya Izuku & Yagi Toshinori | All Might,06 Nov 2021
Midoriya Izuku/Rody Soul,06 Nov 2021
Ojiro Mashirao/Reader,06 Nov 2021
Bakugou Katsuki/Midoriya Izuku,06 Nov 2021
Bakugou Katsuki & Midoriya Izuku,06 Nov 2021
Bakugou Katsuki & Kirishima Eijirou,06 Nov 2021
Midoriya Izuku/Sero Hanta,06 Nov 2021
Midoriya Izuku/Reader,06 Nov 2021
Midoriya Izuku & Monoma Neito,06 Nov 2021
Class 1-A & Midoriya Izuku,06 Nov 2021
Class 1-B & Midoriya Izuku,06 Nov 2021
Kirishima Eijirou & Midoriya Izuku,06 Nov 2021
Kaminari Denki & Midoriya Izuku,06 Nov 2021
Kaminari Denki & Kirishima Eijirou,06 Nov 2021
Midoriya Izuku & Todoroki Rei,06 Nov 2021
Bakugou Katsuki/Todoroki Shouto,06 Nov 2021
Kuroiro Shihai/Tokoyami Fumikage,03 Nov 2021
Class 1-A/Class 1-A (My Hero Academia),03 Nov 2021
Polyamorous Class 1-A - Relationship,03 Nov 2021
Iida Tenya/Midoriya Izuku/Todoroki Shouto,03 Nov 2021
Iida Tenya/Midoriya Izuku,03 Nov 2021
Iida Tenya/Todoroki Shouto,03 Nov 2021
Midoriya Izuku/Todoroki Shouto,03 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,03 Nov 2021
Amajiki Tamaki/Reader,03 Nov 2021
Hatsume Mei/Melissa Shield,03 Nov 2021
Shigaraki Tomura | Shimura Tenko/Reader,03 Nov 2021
Dabi | Todoroki Touya/Takami Keigo | Hawks,03 Nov 2021
Midoriya Izuku/Todoroki Shouto,03 Nov 2021
Bakugou Katsuki/Midoriya Izuku,03 Nov 2021
Touya Todoroki - Relationship,03 Nov 2021
Takami Keigo - Relationship,03 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,03 Nov 2021
Bakugou Katsuki & Kirishima Eijirou,03 Nov 2021
Ashido Mina & Bakugou Katsuki & Kaminari Denki & Kirishima Eijirou & Sero Hanta,03 Nov 2021
Bakugou Katsuki & Uraraka Ochako,03 Nov 2021
Bakugou Katsuki/Uraraka Ochako,03 Nov 2021
Bakugou Katsuki & Kaminari Denki,03 Nov 2021
